relation_id,subject,relation,object,doc_id,chunk_id,evidence,confidence
REL-aa919022e8712c302386,DOC020,document_mentions_location,Missouri,DOC020,DOC020-C0030,"Missouri, expanding the Green Schoolyard Program outside of the pilot in St.",0.98
REL-fa13ecaf63e588c05c7d,DOC020,document_mentions_location,United States,DOC020,DOC020-C0027,U.S. House of Representatives (H.R.,0.98
REL-9645ac9ecd5ccf904e51,DOC021,document_mentions_location,Canada,DOC021,DOC021-C0001,Canada and Mexico.,0.98
REL-f863679b44c685268b58,DOC021,document_mentions_location,Canada,DOC021,DOC021-C0002,Canada and Mexico.,0.98
REL-c3257b3d764b3aafeca5,DOC021,document_mentions_location,Gulf Coast,DOC021,DOC021-C0001,Gulf Coast,0.98
REL-a3efba2f1bca0d64461b,DOC021,document_mentions_location,Gulf Coast,DOC021,DOC021-C0002,"Gulf Coast Wetlands A landmark land donation from the Moody Foundation positions Ducks Unlimited to permanently protect one of Texas’ storied coastal marsh complexes and to secure its value for waterfowl, wildlife and people for g",0.98
REL-ae9cf2f07ce668bb9d91,DOC021,document_mentions_location,North America,DOC021,DOC021-C0001,North America​ Why Wetlands Matter More than half of North America's wetlands have been lost or degraded - Ducks Unlimited and our partners are working to reverse that trend.,0.98
REL-d84cbda019a22b6e2dd9,DOC021,document_mentions_location,North America,DOC021,DOC021-C0002,North America 1M Acres of conservation three years in a row (2024-2026) 900+ DU professionals delivering conservation 26 Trillion gallons of water conserved since 1937 Get Involved Help us Conserve our Wetlands Join Ducks Unlimited’s,0.98
REL-62b53d0426d507ce2cec,DOC021,document_mentions_location,United States,DOC021,DOC021-C0002,"United States has been drained, degraded, or converted to alternative uses.",0.98
REL-8c4c6f106f8eacdaa47a,DOC022,document_mentions_location,United States,DOC022,DOC022-C0001,U.S. lands and waters and to accept funds for purposes covered in the Act.,0.98
REL-8c2c3249c43761fd2ca8,DOC022,document_mentions_location,United States,DOC022,DOC022-C0002,U.S. lands and waters and to accept funds for purposes covered in the Act.,0.98
REL-e02ee8b0e0b890eab531,DOC023,document_mentions_location,United States,DOC023,DOC023-C0001,U.S. National Wetland Condition Assessment National Aquatic Resource Surveys Wetlands Materials for Students and Teachers Regulations Affecting Wetlands Wetland Restoration Constructed Wetlands Voluntary Wetland Restoration,0.98
REL-a7b1f3aac3c0d0b40097,DOC024,document_mentions_location,Gulf Coast,DOC024,DOC024-C0001,Gulf Coast through structured decision making (SDM) and constructed value of information (CVoI) Co-producing coastal bird research on the Gulf Coast through structured decision making (SDM) and constructed value of information (CV,0.98
REL-21115e74bb6f88758984,DOC024,document_mentions_location,Mississippi River,DOC024,DOC024-C0001,Mississippi River Delta Study shows elevation gain can be a sign of wetland loss Read more Citizen Scientist Helps USGS Confirm Unique Population of Threatened Turtle Read more Amphibians have one more thing to worry about - mercury - la,0.98
REL-68d69f47bf7ed9955b51,DOC024,document_mentions_location,United States,DOC024,DOC024-C0001,"U.S. Read more Wetland and Aquatic Research Center Home Science Data Maps Multimedia Publications Software News Connect Partners About Wetland and Aquatic Research Center WARC conducts relevant and objective research, develo",0.98
REL-4634a7ff13300fe9609b,DOC025,document_mentions_location,Canada,DOC025,DOC025-C0005,"Canada Goose Scientific Name Branta canadensis Description Canada geese are recognizable by their brownish bodies, black necks and heads, and a distinctive broad white patch that runs beneath their heads from ear to ear.",0.98
REL-75f1fd899dd3bbb21247,DOC025,document_mentions_location,Mississippi River,DOC025,DOC025-C0001,Mississippi River hills.,0.98
REL-676645caecff80938f1c,DOC025,document_mentions_location,Missouri,DOC025,DOC025-C0001,"Missouri, riverine wetlands occur mainly in the lowlands and floodplains of the Bootheel, along the Missouri and Mississippi rivers, and in northern and western Missouri, especially in the region where the Grand, Chariton, Thomp",0.98
REL-861e533cdceed65116da,DOC025,document_mentions_location,Missouri,DOC025,DOC025-C0002,"Missouri, fens support plants and animals that usually are only found far north of our state — remnants of the last glacier’s retreat.",0.98
REL-15995c8758900985a54d,DOC025,document_mentions_location,Missouri,DOC025,DOC025-C0003,"(about 12 species in Missouri) Description Exotic willows are available at lawn and garden centers, but there are several willow species that are native to Missouri.",0.98
REL-5e8d720291c59e5a09a2,DOC025,document_mentions_location,Missouri,DOC025,DOC025-C0004,Missouri's six species of mole salamanders.,0.98
REL-155610ea8d7bb7548fd5,DOC025,document_mentions_location,Missouri,DOC025,DOC025-C0005,Missouri’s marshes and other wet areas.,0.98
REL-c1b279ea370bfa5df278,DOC025,document_mentions_location,North America,DOC025,DOC025-C0003,North America Description Midges are dainty flies that resemble mosquitoes.,0.98
REL-93eb3e72ea8f327152fd,DOC025,document_mentions_location,United States,DOC025,DOC025-C0005,United States for the fur market.,0.98
REL-437ab471e1796beac3f2,DOC026,document_mentions_location,Canada,DOC026,DOC026-C0002,Canada.,0.98
REL-ffe46ab7aca018981d55,DOC026,document_mentions_location,Canada,DOC026,DOC026-C0003,"Canada, Latin America and the Caribbean.",0.98
REL-d761a0d5267f6e7816a6,DOC026,document_mentions_location,North America,DOC026,DOC026-C0002,"North America, as we strive to balance ecological integrity and human interests.",0.98
REL-7b6aadd439c1dbd39fd7,DOC026,document_mentions_location,North America,DOC026,DOC026-C0003,"North America, as we strive to balance ecological integrity and human interests.",0.98
REL-d5b5e398486c1b969bcc,DOC026,document_mentions_location,United States,DOC026,DOC026-C0002,"United States, Canada, Latin America and the Caribbean.",0.98
REL-84b73d10960124190567,DOC026,document_mentions_location,United States,DOC026,DOC026-C0003,"United States, Canada, Latin America and the Caribbean.",0.98
REL-6ab166eddd41275c9b15,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0012,"Canada, in 1987.",0.98
REL-10b6d1654908b146519d,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0013,"Canada, in 1987.",0.98
REL-f96ee6144d2849b1ab57,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0014,"Canada, serves for six months as Interim Secretary General, replacing Mr Dan Navid.",0.98
REL-1a330dd1253824a51cf5,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0018,"Canada, 1987 4.",0.98
REL-f8db35ae06b8f7d12b7c,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0019,"Canada, 1987 4.",0.98
REL-f91b1fbf8d8e12a4f6b0,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0020,"Canada (Alternate member: Mexico) Oceania: Fiji (Alternate member: Palau) COP11 host country: Romania COP12 host country: Uruguay Permanent observers: Switzerland, BirdLife International, IUCN- International Union for Conserva",0.98
REL-14b143448b684e415569,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0022,"North America (Canada, Mexico, and the United States) •",0.98
REL-045e173175f2c4fea6d6,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0023,"North America (Canada, Mexico, and the United States) •",0.98
REL-993c8b329515ccb6cd9e,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0025,"Canada, in 1987.",0.98
REL-3ceaf4507f345e864e0e,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0035,"the North American Waterfowl Management Plan (1986) between Canada, the United States and Mexico; •",0.98
REL-9914a259cd001fa85883,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0036,"the North American Waterfowl Management Plan (1986) between Canada, the United States and Mexico; •",0.98
REL-b82dd2ed214967733e84,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0041,Canada).,0.98
REL-5beabcbc95823b5cb780,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0042,Canada).,0.98
REL-35db3e319f3bf86e877b,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0048,"Canada, May-June 1987) Resolution 3.1 Secretariat matters Resolution 3.2 Financial and budgetary matters Resolution 3.3 Establishment of a Standing Committee Resolution 3.4 Provisional implementation of the amendments to the C",0.98
REL-938e4b4271dcebeb4fd1,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0055,"Canada: survey of Ramsar site managers, 2007, by Pauline Lynch-Stewart.",0.98
REL-5c0f783572adcb14219d,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0056,"Canada: survey of Ramsar site managers, 2007, by Pauline Lynch-Stewart.",0.98
REL-ada87680900cd81640f7,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0057,"Clayton Rubec, Canada, 4 November 2008 •",0.98
REL-777830edbe742531e81c,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0060,"Canada, May 1987; entered into force in May 1994 The Convention on Wetlands (Ramsar, Iran, 1971) 108 Scientific and Technical Review Panel = the Convention’s subsidiary",0.98
REL-729384a475144e3abc50,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0061,"Canada, May 1987; entered into force in May 1994 The Convention on Wetlands (Ramsar, Iran, 1971) 108 Scientific and Technical Review Panel = the Convention’s subsidiary scientific advisory body, established in 1993, consisting",0.98
REL-b95bcbb4f4d4fdf2bdc8,DOC027,document_mentions_location,Canada,DOC027,DOC027-C0062,"Canada, May 1987; entered into force in May 1994 The Convention on Wetlands (Ramsar, Iran, 1971) 108 Scientific and Technical Review Panel = the Convention’s subsidiary scientific advisory body, established in 1993, consisting",0.98
REL-6a38bd816cc77683f985,DOC027,document_mentions_location,North America,DOC027,DOC027-C0007,"North America reported that the designation of Ramsar Sites has helped maintain the conservation status of those wetlands, with a common view that “the designation of a site as a Wetland of International Importance was more than a me",0.98
REL-d053c97fc4fc14c92918,DOC027,document_mentions_location,North America,DOC027,DOC027-C0020,"North America: Canada (Alternate member: Mexico) Oceania: Fiji (Alternate member: Palau) COP11 host country: Romania COP12 host country: Uruguay Permanent observers: Switzerland, BirdLife International, IUCN- International Union for",0.98
REL-b481639db2afc04e3c6e,DOC027,document_mentions_location,North America,DOC027,DOC027-C0022,"North America (Canada, Mexico, and the United States) •",0.98
REL-646ba7a2945791acb6d5,DOC027,document_mentions_location,North America,DOC027,DOC027-C0023,"North America (Canada, Mexico, and the United States) •",0.98
REL-52de0c67e8096dc6090c,DOC027,document_mentions_location,North America,DOC027,DOC027-C0060,"North America, and Oceania Ramsar Sites = wetlands designated by the Contracting Parties for inclusion in the List of Wetlands of International Importance because they meet one or more of the Ramsar Criteria Ramsar Sites Database = r",0.98
REL-b5fbee15417f1d92f8be,DOC027,document_mentions_location,United States,DOC027,DOC027-C0005,"US$ 33 trillion worth of services annually, of which about US$ 4.9 trillion are attributed to wetlands.",0.98
REL-287620aad9ceeeb64377,DOC027,document_mentions_location,United States,DOC027,DOC027-C0014,"United States State Department, and the US Fish and Wildlife Service; later renewed regularly.",0.98
REL-bb9abdf8ec0f5668fe7b,DOC027,document_mentions_location,United States,DOC027,DOC027-C0015,"United States State Department, and the US Fish and Wildlife Service; later renewed regularly.",0.98
REL-25f173955b4a9b0fe47a,DOC027,document_mentions_location,United States,DOC027,DOC027-C0022,US$ 5.5 million or € 4.2 million at January 2013 exchange rates) for each of the three years preceding COP12 in 2015.,0.98
REL-387134f3c2f8bc85bc05,DOC027,document_mentions_location,United States,DOC027,DOC027-C0023,"North America (Canada, Mexico, and the United States) •",0.98
REL-f21d898e2284835d0503,DOC027,document_mentions_location,United States,DOC027,DOC027-C0035,"the North American Waterfowl Management Plan (1986) between Canada, the United States and Mexico; •",0.98
REL-e50e24aa426c249702b1,DOC027,document_mentions_location,United States,DOC027,DOC027-C0036,"the North American Waterfowl Management Plan (1986) between Canada, the United States and Mexico; •",0.98
REL-18618c0f89ddaa16926a,DOC027,document_mentions_location,United States,DOC027,DOC027-C0037,"United States State Department, and the United States Fish and Wildlife Service have collaborated on a special SGF: Effective site management in Moldova A recent SGF project carried out by BIOTICA Ecological Society, in cooperation w",0.98
REL-fe1a4ad60e40df307758,DOC027,document_mentions_location,United States,DOC027,DOC027-C0041,"US$ 10,000, generously donated by the Danone Groupe.",0.98
REL-80ce7da8f1d76868c984,DOC027,document_mentions_location,United States,DOC027,DOC027-C0042,"US$ 10,000, generously donated by the Danone Groupe.",0.98
REL-04d35a3739d8aedb60d1,DOC027,document_mentions_location,United States,DOC027,DOC027-C0044,"US$ 1,080 or Euros 830 in January 2013) for all Parties to cover basic expenses of invoicing and administration.",0.98
REL-6a2c14fdcbd69510cd3d,DOC027,document_mentions_location,United States,DOC027,DOC027-C0055,"United States (2007), by Royal C.",0.98
REL-7d0b11e8e6310dd08ee7,DOC027,document_mentions_location,United States,DOC027,DOC027-C0061,"US State Department, the US Fish and Wildlife Service, and the Ramsar Secretariat to provide matching funds for training and capacity-building projects in the Neotropical region Wetlands International = the leading global",0.98
REL-7dd8f8698d70e1ab7105,DOC027,document_mentions_location,United States,DOC027,DOC027-C0062,"US State Department, the US Fish and Wildlife Service, and the Ramsar Secretariat to provide matching funds for training and capacity-building projects in the Neotropical region Wetlands International = the leading global",0.98
REL-eac2346d1b4048d108aa,DOC028,document_mentions_location,United States,DOC028,DOC028-C0001,United States government Here’s how you know Here’s how you know Official websites use .gov A .gov website belongs to an official government organization in the United States.,0.98
REL-0a512f139b596e38d6eb,DOC029,document_mentions_location,Canada,DOC029,DOC029-C0008,Canada-USA International Seamount Survey Research Brief for 2024 Joint Canada-USA International Seamount Survey Alaska Outreach Materials 2024 Gulf of Alaska Coral Settlement Plate Recovery and Deployment Research Brief for 20,0.98
REL-34c754bb27f47209b1c5,DOC029,document_mentions_location,Chesapeake Bay,DOC029,DOC029-C0003,"Chesapeake Bay​​​​​ Pacific Islands Southeast West Coast National Fish Habitat Partnership Image The National Fish Habitat Partnership is a nationwide, partnership-based approach to provide the groundwork to conserve habitats vital to",0.98
REL-fcd117949121a52a6c97,DOC029,document_mentions_location,Chesapeake Bay,DOC029,DOC029-C0004,"Chesapeake Bay, which was designated a national treasure.",0.98
REL-e35b7a31be6b6bf68824,DOC029,document_mentions_location,Great Lakes,DOC029,DOC029-C0001,Great Lakes Fish Habitat Restoration Partnership Grants New England/Mid-Atlantic New England/Mid-Atlantic More Opportunities FACT $23 billion in coastal protection services provided by wetlands Wetlands absorb floodwaters by acting,0.98
REL-632e035cc5f871f9f9eb,DOC029,document_mentions_location,Great Lakes,DOC029,DOC029-C0002,Great Lakes Restoring the Gulf of America (formerly Gulf of Mexico) after the Deepwater Horizon oil spill Conducting large-scale wetland restoration in Louisiana Engaging veterans and conservation corps in restoration Where We Work,0.98
REL-74fc821e84a12b534f72,DOC029,document_mentions_location,United States,DOC029,DOC029-C0001,U.S. history.,0.98
REL-ed2e7a3c3918631ce4ab,DOC029,document_mentions_location,United States,DOC029,DOC029-C0003,United States at some point in their lives.,0.98
REL-42d2665824395ec930b2,DOC029,document_mentions_location,United States,DOC029,DOC029-C0004,"U.S. states combined, and is home to some of the most productive and valuable fisheries in the world.",0.98
REL-f763a85b68130e1c0dcf,DOC029,document_mentions_location,United States,DOC029,DOC029-C0005,U.S. fisheries generate more than $200 billion in sales impacts every year.,0.98
REL-eef3517b243de8c4f8ed,DOC029,document_mentions_location,United States,DOC029,DOC029-C0007,United States.,0.98
REL-a42b7d2df0f9378d9a7b,DOC029,document_mentions_location,United States,DOC029,DOC029-C0008,United States.,0.98
REL-a9008c58532df78639b7,DOC030,document_mentions_location,United States,DOC030,DOC030-C0001,United States Geological Survey.,0.98
REL-36de0771c582eb8ace4f,DOC031,document_mentions_location,Canada,DOC031,DOC031-C0009,Canada have participated in the Great American Secchi Dip-In (http://dipin.kent.edu).,0.98
REL-efeaf87facf33b500ca2,DOC031,document_mentions_location,Chesapeake Bay,DOC031,DOC031-C0004,Mencken once described the Chesapeake Bay as a giant protein factory because of its incredibly productive fish and shellfish habitat.,0.98
REL-a0ee9cae31382d5a2d2a,DOC031,document_mentions_location,Chesapeake Bay,DOC031,DOC031-C0009,Chesapeake Bay and its Estuaries.,0.98
REL-b2a7f64668ed54875662,DOC031,document_mentions_location,Great Lakes,DOC031,DOC031-C0001,"Great Lakes, Gulf of Mexico, and coastal areas produce more than 10 billion pounds of fish and shellfish.",0.98
REL-84d85b73aac00d5c7300,DOC031,document_mentions_location,Great Lakes,DOC031,DOC031-C0002,"Great Lakes, Gulf of Mexico, and coastal areas produce more than 10 billion pounds of fish and shellfish.",0.98
REL-5fff73a5d284c505ef15,DOC031,document_mentions_location,Great Lakes,DOC031,DOC031-C0004,"Great Lakes, the Gulf of Mexico, and other coastal areas—produce more than 10 billion pounds of fish and shellfish.",0.98
REL-be7f20ca7bf36a133d26,DOC031,document_mentions_location,United States,DOC031,DOC031-C0001,"United States Environmental Protection Agency EPA-840-B-00-001 May 2000 Office of Water (4101) Washington, DC 20460 www.epa.gov/water Liquid Assets 2000: America’s Water Resources at a T urning Point In Memory...",0.98
REL-90751b8de6c5c6d20a4a,DOC031,document_mentions_location,United States,DOC031,DOC031-C0003,"U.S. population (over 141 million) lives in the nation’s coastal communities, which account for only 17 percent of the land area in the country.",0.98
REL-bd1fb95e4a77a54f7736,DOC031,document_mentions_location,United States,DOC031,DOC031-C0004,"United States and achieving a net increase of 100,000 acres of wetlands each year, beginning in 2005.",0.98
REL-c466cf1f8690dc0fdd87,DOC031,document_mentions_location,United States,DOC031,DOC031-C0005,U.S. Natural Resources Conservation Service undertook an important water quality project.,0.98
REL-990dc84a8d15489afe0a,DOC031,document_mentions_location,United States,DOC031,DOC031-C0006,U.S. seafood and tourism industries from Pfiesteria are estimated at $1 billion.,0.98
REL-0cf30bd93890620f4b45,DOC031,document_mentions_location,United States,DOC031,DOC031-C0007,Mining in the western United States has contaminated stream reaches in the headwaters of more than 40 percent of the watersheds in the W est.,0.98
REL-dd184ee3f2178674e9ba,DOC031,document_mentions_location,United States,DOC031,DOC031-C0009,United States is now close to half a million.,0.98
REL-a6686cd1495e4cc04f4b,DOC031,document_mentions_location,United States,DOC031,DOC031-C0010,"United States, Projected T rends 1985 to 1995.",0.98
REL-5ace23fc8f906f00c0c1,DOC031,document_mentions_location,United States,DOC031,DOC031-C0011,United States in 1995.,0.98
REL-176ade37e592f9c469d3,DOC032,document_mentions_location,Canada,DOC032,DOC032-C0001,"Canada), Lucas Garibaldi (Argentina), Kazuhito Ichii (Japan), Jianguo Liu (United States of America), Suneetha Mazhenchery Subramanian (India/United Nations University), Guy Midgley (South Africa), Patricia Miloslavich (Boliva",0.98
REL-ab1fb60874cc90dd3568,DOC032,document_mentions_location,North America,DOC032,DOC032-C0018,North America and Europe suggest effects of climate change in their population trends since the 1980s) (established but incomplete) {2.2.6.2}.,0.98
REL-6b34cafabb2f13547ef7,DOC032,document_mentions_location,North America,DOC032,DOC032-C0025,"North America and Europe are expected to have low conversion to crops and continued reforestation {4.1.5, 4.2.4.2}.",0.98
REL-0786f124eefb98024121,DOC032,document_mentions_location,United States,DOC032,DOC032-C0001,United States of America).,0.98
REL-846de7e586697fbeaf64,DOC032,document_mentions_location,United States,DOC032,DOC032-C0011,US in annual global crop output is at risk as a result of pollinator loss {2.3.5.3} (established but incomplete).,0.98
REL-550fd19cc51ed064ced4,DOC032,document_mentions_location,United States,DOC032,DOC032-C0020,"US$100 billion in countries within the Organization for Economic Cooperation and Development, yet some subsidy reforms to reduce unsustainable pesticide uses and adjust several other consequential development practices hav",0.98
REL-ef8357ed72349956ccea,DOC032,document_mentions_location,United States,DOC032,DOC032-C0021,US$ billions spent on supports {5.3.2.5}.,0.98
REL-4696c5d071921e95d191,DOC033,document_mentions_location,Great Lakes,DOC033,DOC033-C0001,"Great Lakes ArcelorMittal Bike Cleveland BrownFlynn Buckeye Ministry in Mission Alliance Burten, Bell, Carr Development, Inc.",0.98
REL-a3738b50b6ceff12568a,DOC033,document_mentions_location,Great Lakes,DOC033,DOC033-C0018,"Great Lakes Brewery, Mitchell’s Ice Cream, Talan, etc.) have made progress.",0.98
REL-4b3fa881494703bfeea3,DOC033,document_mentions_location,Great Lakes,DOC033,DOC033-C0021,"Great Lakes, impacting shipping.",0.98
REL-54e4fc1b96b95ef69911,DOC033,document_mentions_location,Great Lakes,DOC033,DOC033-C0029,"Great Lakes system sufficient to cause (not an exhaustive list): Restrictions on Fish and Wildlife Consumption, Degraded Fish and Wildlife Populations, Fish Tumors or Other Deformities Water Equity: ensuring that all people have ac",0.98
REL-feb1b08d4b5b556513fb,DOC033,document_mentions_location,North America,DOC033,DOC033-C0018,North America.,0.98
REL-2d9994b5eb6f7f83702d,DOC033,document_mentions_location,United States,DOC033,DOC033-C0001,"U.S. pulled out of the Paris Climate Agreement in 2017, it became clear that leadership from local government, businesses, and civic institutions is needed now more than ever.",0.98
REL-cf66a93e34594ecc0244,DOC033,document_mentions_location,United States,DOC033,DOC033-C0002,"U.S. pulled out of the Paris Climate Agreement in 2017, it became clear that leadership from local government, businesses, and civic institutions is needed now more than ever.",0.98
REL-8fcbf21c50bc340b219d,DOC033,document_mentions_location,United States,DOC033,DOC033-C0012,US Average for this resource).,0.98
REL-5a76a4344db9747616b9,DOC033,document_mentions_location,United States,DOC033,DOC033-C0014,"Department of Energy U.S. Green Building Council Ohio, NEO Region, restructured, partnered with Cleveland 2030 District on Annual Green Building Challenge Progress since 2013 OBJECTIVE 2: ADVANCED & RENEWABLE ENERGY OBJECTIVE 1: ENERGY EFFICIENC",0.98
REL-c3316dd5f41e3f10028d,DOC033,document_mentions_location,United States,DOC033,DOC033-C0015,"U.S. Green Building Council Ohio, Northeast Ohio Region).",0.98
REL-1b48aaaa43872a7c7f59,DOC033,document_mentions_location,United States,DOC033,DOC033-C0018,U.S. DOE for construction.,0.98
REL-4ffee2f492c36eefbf1e,DOC033,document_mentions_location,United States,DOC033,DOC033-C0020,"Commuters driving alone decreased by 1% from 69% in 2010 to 68% in 2016 (US Census Bureau, 2018).",0.98
REL-499deadf14c4e8cd3f3c,DOC033,document_mentions_location,United States,DOC033,DOC033-C0021,"US Census, 2018).",0.98
REL-23c2c99d60c6c6d449e2,DOC033,document_mentions_location,United States,DOC033,DOC033-C0040,US cities to do so.,0.98
REL-6407e0084fad9dec3463,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0001,CANADA'S GREEN PLAN Canada's Green Plan for a healthy environment Government Gouvernement of Canada du Canada 141 _..iSkiiikor / CANADA'S GREEN PLAN Canada's Green Plan for a healthy environment 1+1 Government Gouvernement of,0.98
REL-c6445664c0a0e1350dc1,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0002,Canada's Natural Heritage 81 Further Actions for Protecting Endangered Spaces 82 Establishing Forest Ecological Reserves 82 Conserving Canada's Wetlands 82 B.,0.98
REL-4e52791495c044f5db84,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0003,Canada's natural environment has shaped the development of our character and spirit.,0.98
REL-238d97153cc47b9234a3,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0004,Canada's economic development and material well-being has grown from the application of more and more sophisticated tech- nology by an increasingly educated workforce to this rich base of renewable and non-renewable resources.,0.98
REL-433b97bb1344ebd41710,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0005,Canada's Green Plan offers a framework for change.,0.98
REL-09bd8065b132277b881f,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0006,Canada's Green Plan.,0.98
REL-a475cc5251c67a1bc4df,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0007,Canada.,0.98
REL-41f965a003e96da15b48,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0008,Canada recog- nizes the inherent right of all species to exist.,0.98
REL-309fcf7d890e1fc471f7,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0009,"Canada will work with the provinces, industry and interested groups to establish precise targets and schedules in all areas as quickly as possible.",0.98
REL-328edfd63cb7cd62ffed,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0010,"Principles for Environmental Action The Government of Canada has adopted the following principles as the basis for its own efforts to secure a safe and healthy environ- ment, and a sound and prosperous economy.",0.98
REL-2c48a3304906e2d10e70,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0011,Canada and with our global neighbours.,0.98
REL-24aa34f14d31a0b8e1ce,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0012,Canada's Green Plan is a government- wide initiative.,0.98
REL-7eb69a9d6867c5a8e5cf,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0013,Canada: all federal departments and agencies are responsible for the environmental aspects of their activities.,0.98
REL-b3ad7c3d98b20709c0ba,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0014,"Canada's Goal is to Ensure that Citizens Today and Tomorrow Have the Clean Air, Water and Land Essential to Sustaining Human Health and the Environment.",0.98
REL-bd4812b57d2c13330531,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0015,"Canada, the Govern- ment will develop a registry of health effects and correlate con- tamination ""hot spots"" with the incidence of cancer and other major diseases.",0.98
REL-192041c4a910debcdf81,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0016,Canada.,0.98
REL-7fb4a45d1cf26e8ae23d,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0017,Canada's water resources.,0.98
REL-90760b7b028f07d1f6d9,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0018,"Canada, our groundwater resources are polluted by pesticides, leaking underground tanks and contamination from landfill waste disposal.",0.98
REL-0875c8ddf933f21819d1,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0019,Canada has in place major programs designed to restore the qual- ity of the Great Lakes and the St.,0.98
REL-93ccee5c2034f25d7e6e,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0020,Canada believes that co-operative efforts are needed to promote wiser water use throughout Canada.,0.98
REL-c0066ad69f2f16468cad,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0021,Canada will also convene an international panel of experts in May 1991 to develop the framework for a global protocol to protect the marine environment from all sources of pollution.,0.98
REL-0f06d872bc6bc318df93,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0022,Canada have resulted in an 85-per-cent reduction in the levels of lead contained in the air that urban Canadians breathe.,0.98
REL-e9098c73cd056e1c6f1c,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0023,Canada's chemical industry.,0.98
REL-56d331d7bf60f60ec2b8,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0024,"Canada is committed to ensuring that toxic substances are controlled at those points in their life cycle where the environment and health of Canadians are at risk: that is, from their production, through their transportation a",0.98
REL-06edf6c4797e5c129ada,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0025,"Canada, the Government will develop a national data base for hazardous pollutants be- ing released from industrial and transportation sources.",0.98
REL-0fab7a8eb225c53e3e5b,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0026,Canada.,0.98
REL-91e20bfef71fe1fd6197,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0027,"by 1995, develop national consensus on the ultimate emission targets and actions necessary to achieve ozone air quality stan- dards in all parts of Canada and amend the federal/provincial agreements accordingly.",0.98
REL-cd07f00b6769dfb563eb,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0028,Canada where problems exist and will deter- mine emission reductions required in the U.S.,0.98
REL-235e246613d3d85fe557,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0029,Canada is committed to meeting the 50-per- cent reduction target.,0.98
REL-f734b7cc543b36c466cf,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0030,"Canada signed the Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal (the Basel Con- vention) on March 22, 1989.",0.98
REL-83c8f75b1746ea2d67ff,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0031,"Canada will provide scientif- ic and financial support to its partners in the program, the land owners and the land managers.",0.98
REL-db39e6ed197ed5ddb542,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0032,Canada will establish a national forest seed and gene bank to ensure that we preserve the genetic elements that com- prise our natural forest heritage.,0.98
REL-44ae2c02451d871a4cfc,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0033,Canada's agri-food industry.,0.98
REL-e95945e35c1a633f564e,DOC034,document_mentions_location,Canada,DOC034,DOC034-C0034,Canada Soil Conservation Centre.,0.98
